collection_date,callsign,flag,mmsi,current_position,cord_n,cord_w,pos_recieved,speed,status,destination,ETA,reference
2021-06-03,OVDN,Denmark,219000217,Baltic Sea,55.33115,11.12991,1 mn ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=219000217
2021-06-03,DROR,Germany,211212680,Baltic Sea,54.38731,10.16711,27 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211212680
2021-06-03,EBFH,Spain,224393420,West Africa,23.5356,17.34845,230 days ago  ,20.4,-,-,-,https://www.vesselfinder.com/?mmsi=224393420
2021-06-03,OUGI,Denmark,219000121,Baltic Sea,55.82463,11.73742,22 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=219000121
2021-06-03,GDIR,United Kingdom (UK),234606000,West Mediterranean,38.33414,0.48272,2 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=234606000
2021-06-03,OUFB,Denmark,220191000,North Sea,57.4326,10.53827,17 hours ago  ,0.4,-,-,-,https://www.vesselfinder.com/?mmsi=220191000
2021-06-03,OVDW,Denmark,219000468,North Sea,57.43174,10.53797,35 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=219000468
2021-06-03,NJAK,United States (USA),369970885,North America West Coast,32.67571,117.12637,1 mn ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=369970885
2021-06-03,SZAG5,Greece,237717200,Aegean Sea,37.63994,24.13315,37 days ago  ,47.8,-,-,-,https://www.vesselfinder.com/?mmsi=237717200
2021-06-03,-,France,227802200,North East Atlantic Ocean,49.65503,1.63659,17 mns ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=227802200
2021-06-03,DRET,Germany,211211160,Baltic Sea,54.04657,13.78168,196 days ago  ,8.3,-,-,-,https://www.vesselfinder.com/?mmsi=211211160
2021-06-03,DRFA,Germany,211211230,Baltic Sea,54.35354,10.14295,17 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211211230
2021-06-03,-,Germany,211905000,North East Atlantic Ocean,64.62024,9.06643,1 mn ago  ,45.2,Under way,-,-,https://www.vesselfinder.com/?mmsi=211905000
2021-06-03,CTFN,Portugal,263021000,North Sea,52.95853,4.79403,254 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=263021000
2021-06-03,DRRZ,Germany,211210970,Baltic Sea,54.38651,10.16779,8 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211210970
2021-06-03,FAFM,France,227800800,North East Atlantic Ocean,49.65329,1.62961,6 days ago  ,8.1,-,-,-,https://www.vesselfinder.com/?mmsi=227800800
2021-06-03,GAAU,United Kingdom (UK),235009870,North East Atlantic Ocean,50.1287,3.65761,50 mns ago  ,21.1,-,-,-,https://www.vesselfinder.com/?mmsi=235009870
2021-06-03,-,Russia,273366540,Russia Inland,48.67295,43.53637,247 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=273366540
2021-06-03,OVDY,Denmark,219000471,North Sea,57.43188,10.5353,17 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=219000471
2021-06-03,TBXF,Turkey,271030085,Marmara Sea,40.9965,28.99217,7 days ago  ,37.0,-,-,-,https://www.vesselfinder.com/?mmsi=271030085
2021-06-03,EBDK,Spain,225345000,North East Atlantic Ocean,36.49817,6.18233,24 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=225345000
2021-06-03,SQWH,Poland,261253000,Baltic Sea,54.5427,18.52377,10 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261253000
2021-06-03,-,Spain,225988524,Marmara Sea,40.99709,28.99636,83 days ago  ,19.6,-,-,-,https://www.vesselfinder.com/?mmsi=225988524
2021-06-03,SMLK,Sweden,266007000,Baltic Sea,56.1555,15.58961,113 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=266007000
2021-06-03,VQDP6,United Kingdom (UK),235007827,North East Atlantic Ocean,51.70733,5.1557,5 mns ago  ,0.4,-,-,-,https://www.vesselfinder.com/?mmsi=235007827
2021-06-03,YLDZ,Latvia,275421000,Baltic Sea,57.56376,21.51261,20 days ago  ,16.5,-,-,-,https://www.vesselfinder.com/?mmsi=275421000
2021-06-03,CGAS,Canada,316011116,North America West Coast,48.43983,123.44733,29 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=316011116
2021-06-03,DRDB,Germany,211902000,Baltic Sea,54.32686,10.16638,64 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211902000
2021-06-03,CTIJ,Portugal,263123000,North East Atlantic Ocean,38.67052,9.14949,42 hours ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=263123000
2021-06-03,GWBY,United Kingdom (UK),235067941,North East Atlantic Ocean,50.8065,1.10769,1 mn ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=235067941
2021-06-03,DRMC,Germany,211212220,Baltic Sea,54.79256,9.85592,2 mns ago  ,0.2,At anchor,"Eckernforde, Germany","Jun 4, 16:00",https://www.vesselfinder.com/?mmsi=211212220
2021-06-03,-,Russia,273543110,North Russia,69.01522,33.05945,20 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=273543110
2021-06-03,A2,United Kingdom (UK),235069661,Baltic Sea,60.0098,24.91378,35 hours ago  ,10.9,-,-,-,https://www.vesselfinder.com/?mmsi=235069661
2021-06-03,PWDD,Brazil,710426000,South America East Coast,22.87399,43.13095,44 hours ago  ,16.9,-,-,-,https://www.vesselfinder.com/?mmsi=710426000
2021-06-03,5KMB,Colombia,730000052,Caribbean Sea,10.32656,75.51158,121 days ago  ,1.1,-,-,-,https://www.vesselfinder.com/?mmsi=730000052
2021-06-03,CCTR,Chile,725000737,South America West Coast,32.9315,72.05733,14 hours ago  ,19.3,-,-,-,https://www.vesselfinder.com/?mmsi=725000737
2021-06-03,-,Spain,224072340,North East Atlantic Ocean,42.39732,8.7062,20 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=224072340
2021-06-03,EBFJ,Spain,224067000,West Africa,5.3054,4.02635,3 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=224067000
2021-06-03,GCUK,United Kingdom (UK),234597000,North East Atlantic Ocean,55.85633,5.03397,1 mn ago  ,1.5,Under way,-,-,https://www.vesselfinder.com/?mmsi=234597000
2021-06-03,PBEY,Netherlands,246562000,North Sea,51.81937,4.85324,3 hours ago  ,1.5,Moored,-,-,https://www.vesselfinder.com/?mmsi=246562000
2021-06-03,DRKM,Germany,211211840,North Sea,53.53589,9.97427,246 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211211840
2021-06-03,DRRO,Germany,211210410,Baltic Sea,54.35779,10.14497,2 mns ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=211210410
2021-06-03,9AA6738,Croatia,238932340,Adri,45.54554,13.43616,0 mn ago  ,20.6,Under way,-,-,https://www.vesselfinder.com/?mmsi=238932340
2021-06-03,-,Germany,211210210,Aegean Sea,35.49096,24.07769,4 hours ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=211210210
2021-06-03,7MRB963,Australia,503474900,West Australia,32.06255,115.74325,23 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=503474900
2021-06-03,DRME,Germany,211212230,Baltic Sea,54.47291,9.85697,44 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211212230
2021-06-03,WAP9747,United States (USA),367079040,Gulf of Mexico,30.17153,85.75598,2 hours ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=367079040
2021-06-03,FAPM,France,228738000,Aegean Sea,36.1593,23.92889,66 days ago  ,21.5,-,-,-,https://www.vesselfinder.com/?mmsi=228738000
2021-06-03,OJBO,Finland,230991040,Baltic Sea,57.97472,18.20619,43 days ago  ,43.7,-,-,-,https://www.vesselfinder.com/?mmsi=230991040
2021-06-03,CGJI,Canada,316267000,North America West Coast,48.43346,123.42525,14 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=316267000
2021-06-03,PAEM,Netherlands,244591000,Baltic Sea,54.24285,14.19147,1 mn ago  ,16.3,Under way,-,-,https://www.vesselfinder.com/?mmsi=244591000
2021-06-03,YLEO,Latvia,275429000,Baltic Sea,57.60388,21.50163,7 days ago  ,16.3,-,-,-,https://www.vesselfinder.com/?mmsi=275429000
2021-06-03,OJ7584,Finland,230014710,Baltic Sea,60.09946,21.92236,1 mn ago  ,18.5,Under way,-,-,https://www.vesselfinder.com/?mmsi=230014710
2021-06-03,OUGN,Denmark,219000527,Baltic Sea,55.33446,11.13315,14 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=219000527
2021-06-03,OVLA,Denmark,219000155,Baltic Sea,54.65736,11.34971,2 mn ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=219000155
2021-06-03,SQWC,Poland,261466000,Baltic Sea,54.61422,18.7858,259 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261466000
2021-06-03,-,Alaska,303879000,Gulf of Mexico,30.68425,88.03291,5 mns ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=303879000
2021-06-03,2FWO4,United Kingdom (UK),235094838,West Mediterranean,36.13331,5.35521,6 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=235094838
2021-06-03,LYPC,Lithuania,277156000,Baltic Sea,55.73095,20.90932,215 days ago  ,21.9,-,-,-,https://www.vesselfinder.com/?mmsi=277156000
2021-06-03,DRAE,Germany,211921000,North Sea,53.5391,9.95352,49 mns ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=211921000
2021-06-03,-,United Kingdom (UK),235053411,North East Atlantic Ocean,50.62045,1.49209,251 days ago  ,22.2,-,-,-,https://www.vesselfinder.com/?mmsi=235053411
2021-06-03,PWCS,Brazil,710472000,South America East Coast,23.05253,42.96506,19 hours ago  ,9.6,-,"Rio de Janeiro, Brazil","Jun 4, 15:00",https://www.vesselfinder.com/?mmsi=710472000
2021-06-03,CWBF,Uruguay,770576019,South America East Coast,34.9047,56.21417,7 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=770576019
2021-06-03,CTIU,Portugal,263129000,North East Atlantic Ocean,38.67069,9.1491,111 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=263129000
2021-06-03,PAAD,Netherlands,244830805,North Sea,51.71476,4.90443,12 hours ago  ,6.3,-,-,-,https://www.vesselfinder.com/?mmsi=244830805
2021-06-03,5NOVE,Nigeria,657749000,West Africa,6.45945,3.37231,344 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=657749000
2021-06-03,9AA3730,Croatia,238319740,Adri,43.52502,16.42438,7 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=238319740
2021-06-03,9MOF,Malaysia,533198000,South East Asia,4.23761,100.6143,4 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=533198000
2021-06-03,GBSX,United Kingdom (UK),232311959,North East Atlantic Ocean,55.9843,4.94833,86 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=232311959
2021-06-03,UCNI,Russia,273451540,Black Sea,45.2665,36.43304,53 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=273451540
2021-06-03,-,Spain,224906000,North East Atlantic Ocean,36.62153,6.33178,156 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=224906000
2021-06-03,OJBL,Finland,230997560,Baltic Sea,60.41346,26.96808,89 days ago  ,8.5,-,-,-,https://www.vesselfinder.com/?mmsi=230997560
2021-06-03,DRLJ,Germany,211211970,Baltic Sea,54.35679,10.14508,5 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211211970
2021-06-03,IALL,Italy,247366500,North Sea,52.96676,3.37322,3 days ago  ,19.6,-,"Tromso, Norway","Jun 9, 20:21",https://www.vesselfinder.com/?mmsi=247366500
2021-06-03,SMOI,Sweden,265591580,Baltic Sea,59.14841,18.51988,10 days ago  ,38.9,-,-,-,https://www.vesselfinder.com/?mmsi=265591580
2021-06-03,PAPM,Netherlands,244442000,North Sea,52.95902,4.77757,16 days ago  ,14.1,-,-,-,https://www.vesselfinder.com/?mmsi=244442000
2021-06-03,-,Spain,224015670,North East Atlantic Ocean,42.39733,8.70627,20 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=224015670
2021-06-03,JSNJ,Japan,431999533,East Asia,35.49016,139.69385,49 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=431999533
2021-06-03,SOWN,Poland,261264000,Baltic Sea,53.9052,14.25465,91 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261264000
2021-06-03,PAYP,Netherlands,245344000,North Sea,52.95665,4.7944,211 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=245344000
2021-06-03,CGAZ,Canada,316192000,North America West Coast,48.7185,123.235,0 mn ago  ,10.7,Under way,"Esquimalt, Canada","Aug 1, 17:00",https://www.vesselfinder.com/?mmsi=316192000
2021-06-03,CGCA,Canada,316011773,North America West Coast,48.43989,123.44729,29 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=316011773
2021-06-03,SNWX,Poland,261455000,Baltic Sea,53.90453,14.25177,6 days ago  ,0.9,-,-,-,https://www.vesselfinder.com/?mmsi=261455000
2021-06-03,  9MOY,Malaysia,533001504,South East Asia,1.37615,104.43174,21 hours ago  ,18.0,-,-,-,https://www.vesselfinder.com/?mmsi=533001504
2021-06-03,DRXP,Germany,211213640,Baltic Sea,54.38537,10.1672,204 days ago  ,0.6,-,-,-,https://www.vesselfinder.com/?mmsi=211213640
2021-06-03,EBBT,Spain,224495000,North East Atlantic Ocean,43.76666,6.67969,42 days ago  ,3.7,-,-,-,https://www.vesselfinder.com/?mmsi=224495000
2021-06-03,GDIS,United Kingdom (UK),234627000,North East Atlantic Ocean,49.91158,3.80238,21 mns ago  ,21.3,Under way,-,-,https://www.vesselfinder.com/?mmsi=234627000
2021-06-03,SMEC,Sweden,266035000,Baltic Sea,58.97931,18.05934,41 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=266035000
2021-06-03,LABN,Norway,259041000,North East Atlantic Ocean,65.42539,11.93852,0 mn ago  ,44.8,Under way,-,-,https://www.vesselfinder.com/?mmsi=259041000
2021-06-03,PAME,Netherlands,245965000,North Sea,52.95577,4.79259,1 mn ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=245965000
2021-06-03,DRHJ,Germany,211211480,Baltic Sea,54.35339,10.14428,3 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211211480
2021-06-03,-,United Kingdom (UK),234630000,West Mediterranean,36.11882,4.97851,4 days ago  ,16.9,-,-,-,https://www.vesselfinder.com/?mmsi=234630000
2021-06-03,SOWQ,Poland,261457000,Baltic Sea,53.91784,14.28104,6 days ago  ,15.9,-,-,-,https://www.vesselfinder.com/?mmsi=261457000
2021-06-03,SNWK,Poland,261529000,Baltic Sea,54.54268,18.51893,13 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=261529000
2021-06-03,US GOV,United States (USA),368926295,US East Coast,30.39585,81.35222,39 hours ago  ,24.4,-,-,-,https://www.vesselfinder.com/?mmsi=368926295
2021-06-03,YLNS,Latvia,275144000,Baltic Sea,56.51424,21.00515,6 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=275144000
2021-06-03,CWBO,Uruguay,770576022,South America East Coast,34.90428,56.21476,22 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=770576022
2021-06-03,EBBO,Spain,225331000,North East Atlantic Ocean,36.85756,8.33524,97 days ago  ,20.6,-,-,-,https://www.vesselfinder.com/?mmsi=225331000
2021-06-03,PWSA,Brazil,710499000,South America East Coast,22.86772,43.13872,7 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=710499000
2021-06-03,SRWA,Poland,261216000,Baltic Sea,54.54128,18.52928,4 mns ago  ,0.0,Moored,"Gdynia, Poland",-,https://www.vesselfinder.com/?mmsi=261216000
2021-06-03,EBHG,Spain,224174780,North East Atlantic Ocean,42.39727,8.7061,3 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=224174780
2021-06-03,SPWY,Poland,261241000,Baltic Sea,54.48005,18.62508,14 days ago  ,22.6,-,-,-,https://www.vesselfinder.com/?mmsi=261241000
2021-06-03,AEJS,United States (USA),366999327,Gulf of Mexico,29.96706,90.02681,8 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=366999327
2021-06-03,GCIC,United Kingdom (UK),232697000,Baltic Sea,59.69983,23.8135,0 mn ago  ,18.3,Under way,-,-,https://www.vesselfinder.com/?mmsi=232697000
2021-06-03,DRBD,Germany,211913000,North Sea,53.53877,8.16465,6 mns ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=211913000
2021-06-03,NFTZ,USA,338839000,North America West Coast,32.69575,117.22801,13 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=338839000
2021-06-03,ADNB,United States (USA),366954000,North America West Coast,37.79036,122.28933,241 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=366954000
2021-06-03,SOWP,Poland,261266000,Baltic Sea,53.90595,14.256,119 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261266000
2021-06-03,SOWP,Poland,261266000,-,-,-,119 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261266000
2021-06-03,CGAN,Canada,316143000,North West Atlantic Ocean,44.55213,63.52914,23 hours ago  ,43.3,-,-,-,https://www.vesselfinder.com/?mmsi=316143000
2021-06-03,CGBP,Canada,316011515,North America West Coast,48.43968,123.44685,29 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=316011515
2021-06-03,NAVY841,United States (USA),369970385,US East Coast,41.34617,71.40021,54 days ago  ,18.9,-,-,-,https://www.vesselfinder.com/?mmsi=369970385
2021-06-03,ZMBE,New Zealand,512000600,South Pacific Ocean,36.74403,174.83707,107 days ago  ,28.5,-,-,-,https://www.vesselfinder.com/?mmsi=512000600
2021-06-03,DRDA,Germany,211901000,Baltic Sea,54.33715,10.16137,325 days ago  ,4.1,-,-,-,https://www.vesselfinder.com/?mmsi=211901000
2021-06-03,SPWA,Poland,261203000,Baltic Sea,54.54224,18.5581,227 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261203000
2021-06-03,HSMF,Thailand,567015400,South East Asia,12.65067,100.86905,21 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=567015400
2021-06-03,SPWG,Poland,261082070,Baltic Sea,54.53897,18.5413,23 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261082070
2021-06-03,FAVL,France,228736000,North East Atlantic Ocean,48.37419,4.50836,2 days ago  ,3.5,-,-,-,https://www.vesselfinder.com/?mmsi=228736000
2021-06-03,V8DF,Brunei,508111123,East Asia,8.83706,122.59424,254 days ago  ,22.4,-,-,-,https://www.vesselfinder.com/?mmsi=508111123
2021-06-03,V8DF,Brunei,508111123,East Asia,8.83706,122.59424,254 days ago  ,22.4,-,-,-,https://www.vesselfinder.com/?mmsi=508111123
2021-06-03,PWFR,Brazil,710443000,South America East Coast,22.87572,43.13472,364 days ago  ,1.9,-,-,-,https://www.vesselfinder.com/?mmsi=710443000
2021-06-03,OUGO,Denmark,219007678,Baltic Sea,55.33077,11.12677,5 mns ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=219007678
2021-06-03,PAYU,Netherlands,245321000,North Sea,52.9569,4.7948,8 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=245321000
2021-06-03,-,Portugal,263101000,North East Atlantic Ocean,38.67202,9.15054,77 days ago  ,0.6,-,-,-,https://www.vesselfinder.com/?mmsi=263101000
2021-06-03,LBDB,Norway,259015000,North Sea,58.08333,9.0272,1 mn ago  ,27.0,Under way,-,-,https://www.vesselfinder.com/?mmsi=259015000
2021-06-03,SHNW,Sweden,265501390,Baltic Sea,59.05471,18.2562,253 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=265501390
2021-06-03,TBDE,Turkey,271035214,Aegean Sea,38.44289,27.14524,20 hours ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=271035214
2021-06-03,SNWI,Poland,261298000,Baltic Sea,54.54306,18.55498,113 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261298000
2021-06-03,VKCU,Australia,503171000,West Africa,11.66099,25.8059,8 days ago  ,27.8,-,-,-,https://www.vesselfinder.com/?mmsi=503171000
2021-06-03,-,Sweden,266278000,Baltic Sea,59.01589,18.83449,35 days ago  ,22.2,-,-,-,https://www.vesselfinder.com/?mmsi=266278000
2021-06-03,DRRM,Germany,211210910,Baltic Sea,54.35791,10.14447,52 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211210910
2021-06-03,ESQI,Estonia,276700000,Baltic Sea,54.34927,14.95075,172 days ago  ,18.5,-,-,-,https://www.vesselfinder.com/?mmsi=276700000
2021-06-03,EBFW,Spain,225323000,West Mediterranean,35.29201,2.91846,14 days ago  ,15.2,-,-,-,https://www.vesselfinder.com/?mmsi=225323000
2021-06-03,EBBQ,Spain,224803000,North East Atlantic Ocean,43.04113,9.41633,127 days ago  ,26.3,-,-,-,https://www.vesselfinder.com/?mmsi=224803000
2021-06-03,ADMX,United States (USA),366958000,Gulf of Mexico,29.68632,91.2126,139 days ago  ,11.1,-,-,-,https://www.vesselfinder.com/?mmsi=366958000
2021-06-03,OJBM,Finland,230997240,Baltic Sea,59.55895,23.17836,50 days ago  ,20.6,-,-,-,https://www.vesselfinder.com/?mmsi=230997240
2021-06-03,PAPB,Netherlands,244192000,North Sea,52.96333,4.79429,84 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=244192000
2021-06-03,LAMA,Norway,257001000,North Sea,59.90857,10.7196,0 mn ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=257001000
2021-06-03,LYPM,Lithuania,277005000,Baltic Sea,56.03435,20.37898,69 days ago  ,10.2,-,-,-,https://www.vesselfinder.com/?mmsi=277005000
2021-06-03,CWBA,Uruguay,770576001,South America East Coast,34.90325,56.21632,20 hours ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=770576001
2021-06-03,-,Canada,316127000,North West Atlantic Ocean,44.70624,63.6342,218 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=316127000
2021-06-03,DREX,Germany,211211200,Baltic Sea,54.3568,10.14418,364 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211211200
2021-06-03,PANB,Netherlands,245886000,North Sea,52.95763,4.77828,15 days ago  ,12.6,-,-,-,https://www.vesselfinder.com/?mmsi=245886000
2021-06-03,ORGC,Belgium,205208000,North Sea,51.33699,3.20566,29 hours ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=205208000
2021-06-03,DRAC,Germany,211906000,North Sea,53.5229,8.13018,336 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=211906000
2021-06-03,-,USA,338977000,North America West Coast,32.68207,117.13196,6 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=338977000
2021-06-03,CGAB,Canada,316009418,North America West Coast,48.43996,123.44784,36 hours ago  ,0.2,-,"Esquimalt, Canada","May 17, 18:22",https://www.vesselfinder.com/?mmsi=316009418
2021-06-03,OVKK,Denmark,219002666,Aegean Sea,36.89299,27.30169,282 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=219002666
2021-06-03,SRWB,Poland,261211000,Baltic Sea,54.77159,19.13985,15 days ago  ,21.1,-,-,-,https://www.vesselfinder.com/?mmsi=261211000
2021-06-03,SPWJ,Poland,261083010,Baltic Sea,53.92791,14.27824,6 days ago  ,15.7,-,-,-,https://www.vesselfinder.com/?mmsi=261083010
2021-06-03,CGCZ,Canada,316013412,North America West Coast,48.43963,123.44694,29 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=316013412
2021-06-03,GWAE,United Kingdom (UK),234607000,North East Atlantic Ocean,55.24806,5.1505,6 days ago  ,11.3,-,-,-,https://www.vesselfinder.com/?mmsi=234607000
2021-06-03,OUEU,Denmark,219522000,North East Atlantic Ocean,62.27358,9.03398,145 days ago  ,21.7,-,-,-,https://www.vesselfinder.com/?mmsi=219522000
2021-06-03,PAVA,Netherlands,244522000,Caribbean Sea,12.09908,68.94575,3 days ago  ,22.6,-,-,-,https://www.vesselfinder.com/?mmsi=244522000
2021-06-03,-,Spain,224004350,West Mediterranean,35.93489,5.77418,108 days ago  ,17.2,-,-,-,https://www.vesselfinder.com/?mmsi=224004350
2021-06-03,FYCR,France,227243000,North East Atlantic Ocean,48.37078,4.51384,197 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=227243000
2021-06-03,CWBP,Uruguay,770576110,South America East Coast,34.90298,56.21618,3 mns ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=770576110
2021-06-03,PC2880,Netherlands,244860317,North Sea,52.95657,4.77841,8 hours ago  ,11.3,-,-,-,https://www.vesselfinder.com/?mmsi=244860317
2021-06-03,SNWZ,Poland,261221000,Baltic Sea,53.89852,14.25121,6 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=261221000
2021-06-03,-,Spain,224201730,North East Atlantic Ocean,42.39758,8.70626,20 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=224201730
2021-06-03,-,Spain,225357000,North East Atlantic Ocean,36.59918,6.31085,8 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=225357000
2021-06-03,4DJB-8,Philippines,548993500,East Asia,14.58303,120.96727,11 hours ago  ,0.2,Under way,-,-,https://www.vesselfinder.com/?mmsi=548993500
2021-06-03,FA,France,227824100,South America East Coast,5.10622,52.18146,470 days ago  ,31.3,-,-,-,https://www.vesselfinder.com/?mmsi=227824100
2021-06-03,SBHA,Sweden,265501160,Baltic Sea,56.15527,15.58614,364 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=265501160
2021-06-03,NS 8801,USA,338070397,North America West Coast,32.70289,117.23517,7 days ago  ,0.2,-,-,-,https://www.vesselfinder.com/?mmsi=338070397
2021-06-03,-,France,228817700,North East Atlantic Ocean,48.37553,4.49148,22 days ago  ,20.2,-,-,-,https://www.vesselfinder.com/?mmsi=228817700
2021-06-03,JSNI,Japan,431999693,East Asia,37.68717,142.89917,6 days ago  ,13.9,-,-,-,https://www.vesselfinder.com/?mmsi=431999693
2021-06-03,IADC,Italy,247882000,West Mediterranean,44.09901,9.8171,7 days ago  ,0.0,-,-,-,https://www.vesselfinder.com/?mmsi=247882000
2021-06-03,CGAE,Canada,316148000,North America West Coast,48.95916,125.99037,0 mn ago  ,11.1,Under way,"Esquimalt, Canada",-,https://www.vesselfinder.com/?mmsi=316148000
2021-06-03,NJAC,USA,338933000,US East Coast,36.94171,76.33042,71 days ago  ,0.6,-,-,-,https://www.vesselfinder.com/?mmsi=338933000
2021-06-03,GAAX,United Kingdom (UK),235009880,North East Atlantic Ocean,56.04681,4.82518,10 days ago  ,22.8,-,-,-,https://www.vesselfinder.com/?mmsi=235009880
2021-06-03,CGJJ,Canada,316295000,Baltic Sea,55.70515,21.12199,0 mn ago  ,0.0,Moored,-,-,https://www.vesselfinder.com/?mmsi=316295000
